GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A83001,A83002,A83003,A84001,A84002,A84003
"G3700850","1920","North Carolina","370","Harnett","0850","Harnett",2640,2433,1873,295,265,302
"G3700870","1920","North Carolina","370","Haywood","0870","Haywood",2307,2306,1947,298,61,116
"G3700890","1920","North Carolina","370","Henderson","0890","Henderson",1379,2402,1892,479,31,96
"G3700910","1920","North Carolina","370","Hertford","0910","Hertford",1776,1295,927,346,22,86
"G3700930","1920","North Carolina","370","Hoke","0930","Hoke",1375,662,516,94,52,122
"G3700950","1920","North Carolina","370","Hyde","0950","Hyde",772,903,571,170,162,69
"G3700970","1920","North Carolina","370","Iredell","0970","Iredell",3347,3990,3106,829,55,136
"G3700990","1920","North Carolina","370","Jackson","0990","Jackson",721,1525,1348,95,82,326
"G3701010","1920","North Carolina","370","Johnston","1010","Johnston",5155,4457,3612,738,107,266
"G3701030","1920","North Carolina","370","Jones","1030","Jones",1059,728,535,178,15,61
"G3701050","1920","North Carolina","370","Lee","1050","Lee",1135,1427,1202,158,67,96
"G3701070","1920","North Carolina","370","Lenoir","1070","Lenoir",3992,1980,1616,323,41,215
"G3701090","1920","North Carolina","370","Lincoln","1090","Lincoln",1494,1814,1530,240,44,64
"G3701110","1920","North Carolina","370","McDowell","1110","Mcdowell",1606,1648,1300,253,95,98
"G3701130","1920","North Carolina","370","Macon","1130","Macon",767,1654,1471,163,20,47
"G3701150","1920","North Carolina","370","Madison","1150","Madison",1785,2070,1721,217,132,107
"G3701170","1920","North Carolina","370","Martin","1170","Martin",1983,1716,956,265,495,437
"G3701190","1920","North Carolina","370","Mecklenburg","1190","Mecklenburg",11052,5700,3749,1647,304,570
"G3701210","1920","North Carolina","370","Mitchell","1210","Mitchell",582,1556,1411,136,9,37
"G3701230","1920","North Carolina","370","Montgomery","1230","Montgomery",1342,1386,1214,90,82,144
"G3701250","1920","North Carolina","370","Moore","1250","Moore",1529,2593,2365,161,67,101
"G3701270","1920","North Carolina","370","Nash","1270","Nash",5105,2720,2110,512,98,291
"G3701290","1920","North Carolina","370","New Hanover","1290","New Hanover",5482,3459,1891,893,675,423
"G3701310","1920","North Carolina","370","Northampton","1310","Northampton",2541,1851,1485,333,33,128
"G3701330","1920","North Carolina","370","Onslow","1330","Onslow",1186,1639,1314,221,104,111
"G3701350","1920","North Carolina","370","Orange","1350","Orange",1528,2091,1740,271,80,49
"G3701370","1920","North Carolina","370","Pamlico","1370","Pamlico",587,1242,986,168,88,66
"G3701390","1920","North Carolina","370","Pasquotank","1390","Pasquotank",2098,1691,1239,420,32,52
"G3701410","1920","North Carolina","370","Pender","1410","Pender",1043,1910,1699,196,15,42
"G3701430","1920","North Carolina","370","Perquimans","1430","Perquimans",1151,1035,767,223,45,41
"G3701450","1920","North Carolina","370","Person","1450","Person",2180,1365,1161,183,21,58
"G3701470","1920","North Carolina","370","Pitt","1470","Pitt",5659,2920,2189,494,237,434
"G3701490","1920","North Carolina","370","Polk","1490","Polk",788,979,749,206,24,42
"G3701510","1920","North Carolina","370","Randolph","1510","Randolph",1799,4352,3670,584,98,158
"G3701530","1920","North Carolina","370","Richmond","1530","Richmond",3105,1692,1266,232,194,273
"G3701550","1920","North Carolina","370","Robeson","1550","Robeson",6501,3933,3131,374,428,401
"G3701570","1920","North Carolina","370","Rockingham","1570","Rockingham",4892,3234,2696,471,67,167
"G3701590","1920","North Carolina","370","Rowan","1590","Rowan",4488,4506,3513,919,74,223
"G3701610","1920","North Carolina","370","Rutherford","1610","Rutherford",3300,2594,2173,339,82,233
"G3701630","1920","North Carolina","370","Sampson","1630","Sampson",2765,4037,3348,510,179,175
"G3701650","1920","North Carolina","370","Scotland","1650","Scotland",2269,608,548,41,19,200
"G3701670","1920","North Carolina","370","Stanly","1670","Stanly",2865,2333,1822,389,122,100
"G3701690","1920","North Carolina","370","Stokes","1690","Stokes",1826,2009,1673,256,80,52
"G3701710","1920","North Carolina","370","Surry","1710","Surry",2484,3897,3045,808,44,87
"G3701730","1920","North Carolina","370","Swain","1730","Swain",1213,1181,982,98,101,121
"G3701750","1920","North Carolina","370","Transylvania","1750","Transylvania",853,1012,851,135,26,40
"G3701770","1920","North Carolina","370","Tyrrell","1770","Tyrrell",329,632,453,167,12,72
"G3701790","1920","North Carolina","370","Union","1790","Union",3691,3013,2478,446,89,108
"G3701810","1920","North Carolina","370","Vance","1810","Vance",2603,1718,1353,325,40,108
"G3701830","1920","North Carolina","370","Wake","1830","Wake",9277,5480,3989,1195,296,470
"G3701850","1920","North Carolina","370","Warren","1850","Warren",2137,1880,1476,324,80,141
"G3701870","1920","North Carolina","370","Washington","1870","Washington",959,1038,702,160,176,332
"G3701890","1920","North Carolina","370","Watauga","1890","Watauga",751,1826,1609,192,25,53
"G3701910","1920","North Carolina","370","Wayne","1910","Wayne",5718,2920,2124,410,386,364
"G3701930","1920","North Carolina","370","Wilkes","1930","Wilkes",1758,4459,3917,449,93,151
"G3701950","1920","North Carolina","370","Wilson","1950","Wilson",5198,2205,1787,319,99,202
"G3701970","1920","North Carolina","370","Yadkin","1970","Yadkin",951,2257,1920,289,48,88
"G3701990","1920","North Carolina","370","Yancey","1990","Yancey",1213,1716,1508,181,27,55
"G3800010","1920","North Dakota","380","Adams","0010","Adams",335,882,283,583,16,62
"G3800030","1920","North Dakota","380","Barnes","0030","Barnes",1595,2147,974,892,281,193
"G3800050","1920","North Dakota","380","Benson","0050","Benson",1007,1558,704,706,148,184
"G3800070","1920","North Dakota","380","Billings","0070","Billings",101,533,160,357,16,19
"G3800075","1920","North Dakota","380","Billings-Sioux [multi-county reporting area]","0075","Billings-Sioux (multi-county reporting area)",,,,,,
"G3800090","1920","North Dakota","380","Bottineau","0090","Bottineau",1104,2039,905,968,166,126
"G3800110","1920","North Dakota","380","Bowman","0110","Bowman",251,768,248,513,7,112
"G3800130","1920","North Dakota","380","Burke","0130","Burke",512,1401,603,770,28,119
"G3800150","1920","North Dakota","380","Burleigh","0150","Burleigh",1376,1739,677,1009,53,101
"G3800170","1920","North Dakota","380","Cass","0170","Cass",4288,4364,2112,1881,371,274
"G3800190","1920","North Dakota","380","Cavalier","0190","Cavalier",1043,1854,694,986,174,171
"G3800210","1920","North Dakota","380","Dickey","0210","Dickey",794,1202,545,589,68,170
"G3800230","1920","North Dakota","380","Divide","0230","Divide",457,1645,434,1165,46,66
"G3800250","1920","North Dakota","380","Dunn","0250","Dunn",325,1447,455,981,11,98
"G3800270","1920","North Dakota","380","Eddy","0270","Eddy",540,761,314,428,19,36
"G3800290","1920","North Dakota","380","Emmons","0290","Emmons",564,1490,668,635,187,93
"G3800310","1920","North Dakota","380","Foster","0310","Foster",517,732,288,409,35,56
"G3800330","1920","North Dakota","380","Golden Valley","0330","Golden Valley",278,792,316,462,14,81
"G3800350","1920","North Dakota","380","Grand Forks","0350","Grand Forks",2711,3319,1895,1295,129,260
"G3800370","1920","North Dakota","380","Grant","0370","Grant",383,1491,470,987,34,56
"G3800390","1920","North Dakota","380","Griggs","0390","Griggs",529,892,262,399,231,80
"G3800410","1920","North Dakota","380","Hettinger","0410","Hettinger",467,1091,393,671,27,27
"G3800430","1920","North Dakota","380","Kidder","0430","Kidder",421,1168,419,727,22,55
"G3800450","1920","North Dakota","380","La Moure","0450","La Moure",841,1493,569,734,190,91
"G3800470","1920","North Dakota","380","Logan","0470","Logan",356,984,437,530,17,44
"G3800490","1920","North Dakota","380","McHenry","0490","Mchenry",995,2052,863,1086,103,119
"G3800510","1920","North Dakota","380","McIntosh","0510","Mcintosh",374,1194,612,423,159,65
"G3800530","1920","North Dakota","380","McKenzie","0530","Mckenzie",364,1975,582,1374,19,55
"G3800550","1920","North Dakota","380","McLean","0550","Mclean",964,2621,1034,1503,84,98
"G3800570","1920","North Dakota","380","Mercer","0570","Mercer",297,1244,591,622,31,40
"G3800590","1920","North Dakota","380","Morton","0590","Morton",1008,2574,1342,1171,61,120
"G3800610","1920","North Dakota","380","Mountrail","0610","Mountrail",657,2048,573,1452,23,54
"G3800630","1920","North Dakota","380","Nelson","0630","Nelson",740,1277,606,509,162,94
"G3800650","1920","North Dakota","380","Oliver","0650","Oliver",203,634,203,402,29,30
"G3800670","1920","North Dakota","380","Pembina","0670","Pembina",886,2042,1091,635,316,180
"G3800690","1920","North Dakota","380","Pierce","0690","Pierce",636,1024,446,527,51,95
"G3800710","1920","North Dakota","380","Ramsey","0710","Ramsey",1413,1654,842,730,82,111
"G3800730","1920","North Dakota","380","Ransom","0730","Ransom",794,1560,786,746,28,79
"G3800750","1920","North Dakota","380","Renville","0750","Renville",495,1087,342,705,40,32
"G3800770","1920","North Dakota","380","Richland","0770","Richland",1606,2563,1475,1051,37,54
"G3800790","1920","North Dakota","380","Rolette","0790","Rolette",583,1413,831,550,32,76
"G3800810","1920","North Dakota","380","Sargent","0810","Sargent",662,1317,602,692,23,52
"G3800830","1920","North Dakota","380","Sheridan","0830","Sheridan",455,954,348,556,50,39
"G3800850","1920","North Dakota","380","Sioux","0850","Sioux",142,622,474,146,2,23
"G3800870","1920","North Dakota","380","Slope","0870","Slope",255,853,264,581,8,16
"G3800890","1920","North Dakota","380","Stark","0890","Stark",761,1836,840,925,71,63
"G3800910","1920","North Dakota","380","Steele","0910","Steele",614,809,393,345,71,42
"G3800930","1920","North Dakota","380","Stutsman","0930","Stutsman",1850,2917,1263,1553,101,118
"G3800950","1920","North Dakota","380","Towner","0950","Towner",801,889,432,398,59,89
"G3800970","1920","North Dakota","380","Traill","0970","Traill",877,1562,1019,508,35,64
"G3800990","1920","North Dakota","380","Walsh","0990","Walsh",958,2735,1676,944,115,171
"G3801010","1920","North Dakota","380","Ward","1010","Ward",2806,3273,1299,1873,101,164
"G3801030","1920","North Dakota","380","Wells","1030","Wells",935,1579,743,798,38,106
"G3801050","1920","North Dakota","380","Williams","1050","Williams",1124,2804,871,1893,40,104
"G3900010","1920","Ohio","390","Adams","0010","Adams",1904,3539,2889,604,46,88
"G3900030","1920","Ohio","390","Allen","0030","Allen",7519,9195,4687,4246,262,283
"G3900050","1920","Ohio","390","Ashland","0050","Ashland",2543,4353,3313,972,68,35
"G3900070","1920","Ohio","390","Ashtabula","0070","Ashtabula",5551,10920,6051,4766,103,227
"G3900090","1920","Ohio","390","Athens","0090","Athens",5283,6159,4905,1146,108,176
"G3900110","1920","Ohio","390","Auglaize","0110","Auglaize",2600,4653,3425,1167,61,206
"G3900130","1920","Ohio","390","Belmont","0130","Belmont",10601,10016,6974,2653,389,766
"G3900150","1920","Ohio","390","Brown","0150","Brown",1808,4147,3435,673,39,83
"G3900170","1920","Ohio","390","Butler","0170","Butler",10051,10795,5777,4734,284,448
"G3900190","1920","Ohio","390","Carroll","0190","Carroll",1195,2817,2256,543,18,105
"G3900210","1920","Ohio","390","Champaign","0210","Champaign",2891,3850,2721,1069,60,259
"G3900230","1920","Ohio","390","Clark","0230","Clark",10427,9682,5109,4186,387,382
"G3900250","1920","Ohio","390","Clermont","0250","Clermont",2534,5127,3785,1309,33,105
"G3900270","1920","Ohio","390","Clinton","0270","Clinton",2616,3562,2144,628,790,160
"G3900290","1920","Ohio","390","Columbiana","0290","Columbiana",8818,11664,7250,4148,266,354
"G3900310","1920","Ohio","390","Coshocton","0310","Coshocton",2585,5067,3753,1241,73,93
"G3900330","1920","Ohio","390","Crawford","0330","Crawford",3709,5712,4252,1435,25,72
"G3900350","1920","Ohio","390","Cuyahoga","0350","Cuyahoga",131611,84503,34866,48668,969,2405
"G3900370","1920","Ohio","390","Darke","0370","Darke",4423,6427,4397,1941,89,143
"G3900390","1920","Ohio","390","Defiance","0390","Defiance",2250,4057,2743,1255,59,99
"G3900410","1920","Ohio","390","Delaware","0410","Delaware",2529,4350,3085,1224,41,113
"G3900430","1920","Ohio","390","Erie","0430","Erie",3811,6274,4103,1876,295,170
"G3900450","1920","Ohio","390","Fairfield","0450","Fairfield",3906,6314,4668,1620,26,106
"G3900470","1920","Ohio","390","Fayette","0470","Fayette",2851,2713,2036,576,101,148
"G3900490","1920","Ohio","390","Franklin","0490","Franklin",41366,28184,14108,13855,221,894
"G3900510","1920","Ohio","390","Fulton","0510","Fulton",2102,4048,2790,1189,69,138
"G3900530","1920","Ohio","390","Gallia","0530","Gallia",1571,3709,2998,649,62,96
"G3900550","1920","Ohio","390","Geauga","0550","Geauga",1056,2791,1818,920,53,90
"G3900570","1920","Ohio","390","Greene","0570","Greene",3739,4073,2396,989,688,329
"G3900590","1920","Ohio","390","Guernsey","0590","Guernsey",4008,6753,5004,1690,59,170
"G3900610","1920","Ohio","390","Hamilton","0610","Hamilton",85253,42664,23508,18805,351,1103
"G3900630","1920","Ohio","390","Hancock","0630","Hancock",4174,6122,4806,1274,42,134
"G3900650","1920","Ohio","390","Hardin","0650","Hardin",3267,4567,3277,1237,53,88
"G3900670","1920","Ohio","390","Harrison","0670","Harrison",1689,3271,2707,503,61,89
"G3900690","1920","Ohio","390","Henry","0690","Henry",2172,3559,2769,737,53,113
"G3900710","1920","Ohio","390","Highland","0710","Highland",2652,4785,3549,1178,58,209
"G3900730","1920","Ohio","390","Hocking","0730","Hocking",2491,2954,2433,493,28,64
"G3900750","1920","Ohio","390","Holmes","0750","Holmes",1249,2922,2270,604,48,54
"G3900770","1920","Ohio","390","Huron","0770","Huron",3112,5584,3949,1530,105,126
"G3900790","1920","Ohio","390","Jackson","0790","Jackson",2081,4236,3528,668,40,155
"G3900810","1920","Ohio","390","Jefferson","0810","Jefferson",9146,7410,4918,2204,288,679
"G3900830","1920","Ohio","390","Knox","0830","Knox",2980,5192,3914,1239,39,113
"G3900850","1920","Ohio","390","Lake","0850","Lake",2531,4403,2576,1687,140,159
"G3900870","1920","Ohio","390","Lawrence","0870","Lawrence",3408,5127,3534,1504,89,262
"G3900890","1920","Ohio","390","Licking","0890","Licking",6237,9018,5970,2891,157,187
"G3900910","1920","Ohio","390","Logan","0910","Logan",3022,5055,3115,1866,74,208
"G3900930","1920","Ohio","390","Lorain","0930","Lorain",8582,12271,7686,4441,144,501
"G3900950","1920","Ohio","390","Lucas","0950","Lucas",31589,33581,16599,16578,404,747
"G3900970","1920","Ohio","390","Madison","0970","Madison",2701,2247,1272,443,532,204
"G3900990","1920","Ohio","390","Mahoning","0990","Mahoning",19316,20695,10013,10436,246,467
"G3901010","1920","Ohio","390","Marion","1010","Marion",4799,6078,3543,2486,49,111
"G3901030","1920","Ohio","390","Medina","1030","Medina",2140,4697,3226,1417,54,75
"G3901050","1920","Ohio","390","Meigs","1050","Meigs",2142,4460,3939,494,27,111
"G3901070","1920","Ohio","390","Mercer","1070","Mercer",1983,4040,2746,1168,126,121
"G3901090","1920","Ohio","390","Miami","1090","Miami",5614,7199,4509,2324,366,200
"G3901110","1920","Ohio","390","Monroe","1110","Monroe",1385,3463,2939,487,37,116
"G3901130","1920","Ohio","390","Montgomery","1130","Montgomery",26807,23932,10981,12716,235,456
"G3901150","1920","Ohio","390","Morgan","1150","Morgan",1115,2792,2240,529,23,42
"G3901170","1920","Ohio","390","Morrow","1170","Morrow",1558,2800,2130,656,14,48
"G3901190","1920","Ohio","390","Muskingum","1190","Muskingum",6592,8715,6217,2394,104,173
"G3901210","1920","Ohio","390","Noble","1210","Noble",1095,3225,2657,534,34,72
"G3901230","1920","Ohio","390","Ottawa","1230","Ottawa",1849,3556,2504,794,258,73
"G3901250","1920","Ohio","390","Paulding","1250","Paulding",1699,2809,1659,1044,106,64
"G3901270","1920","Ohio","390","Perry","1270","Perry",3454,5131,4083,989,59,47
"G3901290","1920","Ohio","390","Pickaway","1290","Pickaway",3116,3187,2395,769,23,47
"G3901310","1920","Ohio","390","Pike","1310","Pike",1140,2082,1694,353,35,51
"G3901330","1920","Ohio","390","Portage","1330","Portage",3066,6107,4023,1992,92,178
"G3901350","1920","Ohio","390","Preble","1350","Preble",2515,3926,2810,1085,31,59
"G3901370","1920","Ohio","390","Putnam","1370","Putnam",2071,4367,2939,1271,157,109
"G3901390","1920","Ohio","390","Richland","1390","Richland",5404,8351,5557,2715,79,194
"G3901410","1920","Ohio","390","Ross","1410","Ross",4769,5295,4046,1210,39,119
"G3901430","1920","Ohio","390","Sandusky","1430","Sandusky",3613,6030,3988,1708,334,164
"G3901450","1920","Ohio","390","Scioto","1450","Scioto",6968,7236,4554,2452,230,266
"G3901470","1920","Ohio","390","Seneca","1470","Seneca",4535,6488,4700,1571,217,280
"G3901490","1920","Ohio","390","Shelby","1490","Shelby",2742,3685,2517,1039,129,109
"G3901510","1920","Ohio","390","Stark","1510","Stark",17129,24092,13515,10048,529,649
"G3901530","1920","Ohio","390","Summit","1530","Summit",31034,30536,11445,18490,601,925
"G3901550","1920","Ohio","390","Trumbull","1550","Trumbull",7974,11595,6799,4580,216,305
"G3901570","1920","Ohio","390","Tuscarawas","1570","Tuscarawas",5559,9896,7199,2538,159,160
