GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AYV001,AZZ001,AZZ002,AZZ003,AZZ004,AZZ005,AZZ006,AZZ007,AZZ008,AZZ009,AZZ010
"G1900350","1900","Iowa","190","Cherokee","0350","Cherokee",3390,460,631,8,751,11,598,247,5,599,79
"G1900370","1900","Iowa","190","Chickasaw","0370","Chickasaw",3587,805,789,30,448,4,675,211,19,576,37
"G1900390","1900","Iowa","190","Clarke","0390","Clarke",2783,476,580,8,639,22,497,155,20,365,64
"G1900410","1900","Iowa","190","Clay","0410","Clay",2703,256,682,9,651,17,516,85,5,450,70
"G1900430","1900","Iowa","190","Clayton","0430","Clayton",5805,1452,1166,26,635,22,1274,226,34,972,95
"G1900450","1900","Iowa","190","Clinton","0450","Clinton",9285,841,787,26,1033,31,2717,914,48,2735,235
"G1900470","1900","Iowa","190","Crawford","0470","Crawford",4165,511,1023,64,940,17,638,276,52,601,47
"G1900490","1900","Iowa","190","Dallas","0490","Dallas",5061,847,732,74,927,4,1076,354,25,972,86
"G1900510","1900","Iowa","190","Davis","0510","Davis",3443,924,854,17,696,5,511,94,10,349,22
"G1900530","1900","Iowa","190","Decatur","0530","Decatur",4001,663,988,14,758,8,681,263,20,589,41
"G1900550","1900","Iowa","190","Delaware","0550","Delaware",4030,793,685,16,730,17,839,219,19,755,46
"G1900570","1900","Iowa","190","Des Moines","0570","Des Moines",7850,845,587,25,623,17,2036,920,62,2629,262
"G1900590","1900","Iowa","190","Dickinson","0590","Dickinson",1639,138,338,1,462,6,257,150,5,251,26
"G1900610","1900","Iowa","190","Dubuque","0610","Dubuque",10519,1128,809,17,483,16,2857,939,49,4694,218
"G1900630","1900","Iowa","190","Emmet","0630","Emmet",1917,160,396,5,420,7,365,137,3,418,52
"G1900650","1900","Iowa","190","Fayette","0650","Fayette",6233,1222,1141,24,842,33,1270,422,35,1193,145
"G1900670","1900","Iowa","190","Floyd","0670","Floyd",3937,639,603,19,702,8,972,254,8,741,47
"G1900690","1900","Iowa","190","Franklin","0690","Franklin",2995,472,662,14,706,17,442,174,16,423,58
"G1900710","1900","Iowa","190","Fremont","0710","Fremont",3952,671,666,20,938,11,718,193,26,689,85
"G1900730","1900","Iowa","190","Greene","0730","Greene",3752,583,785,37,892,9,591,203,44,553,71
"G1900750","1900","Iowa","190","Grundy","0750","Grundy",2814,421,416,31,879,17,476,111,25,381,51
"G1900770","1900","Iowa","190","Guthrie","0770","Guthrie",4190,659,836,11,902,10,790,225,22,715,31
"G1900790","1900","Iowa","190","Hamilton","0790","Hamilton",4030,542,856,30,770,16,712,316,24,726,83
"G1900810","1900","Iowa","190","Hancock","0810","Hancock",2701,258,687,19,675,10,327,250,23,445,20
"G1900830","1900","Iowa","190","Hardin","0830","Hardin",4888,554,893,16,789,18,1137,413,16,1027,84
"G1900850","1900","Iowa","190","Harrison","0850","Harrison",5366,781,1115,21,1082,6,774,420,44,1114,32
"G1900870","1900","Iowa","190","Henry","0870","Henry",4400,809,611,92,639,39,1087,259,34,778,108
"G1900890","1900","Iowa","190","Howard","0890","Howard",2962,563,664,16,434,8,523,193,88,450,39
"G1900910","1900","Iowa","190","Humboldt","0910","Humboldt",2530,282,620,18,488,13,452,234,7,379,68
"G1900930","1900","Iowa","190","Ida","0930","Ida",2426,300,573,17,603,13,335,166,4,279,146
"G1900950","1900","Iowa","190","Iowa","0950","Iowa",3881,728,907,30,657,32,646,147,27,390,401
"G1900970","1900","Iowa","190","Jackson","0970","Jackson",5104,1022,1037,27,532,10,1092,307,39,1024,99
"G1900990","1900","Iowa","190","Jasper","0990","Jasper",6065,1026,1034,19,1134,29,1281,377,28,1136,73
"G1901010","1900","Iowa","190","Jefferson","1010","Jefferson",3839,925,592,33,619,19,769,172,24,628,83
"G1901030","1900","Iowa","190","Johnson","1030","Johnson",5405,1167,875,22,639,15,1273,303,39,1109,79
"G1901050","1900","Iowa","190","Jones","1050","Jones",4589,821,814,18,691,22,1002,223,24,919,90
"G1901070","1900","Iowa","190","Keokuk","1070","Keokuk",5639,1186,835,11,816,7,1523,269,22,940,54
"G1901090","1900","Iowa","190","Kossuth","1090","Kossuth",4465,478,1137,81,997,10,611,310,73,697,85
"G1901110","1900","Iowa","190","Lee","1110","Lee",8862,1062,652,126,647,21,2312,808,91,3078,202
"G1901130","1900","Iowa","190","Linn","1130","Linn",12300,1319,1062,53,1057,15,3088,1588,47,4139,275
"G1901150","1900","Iowa","190","Louisa","1150","Louisa",3057,478,485,120,538,33,505,167,146,475,133
"G1901170","1900","Iowa","190","Lucas","1170","Lucas",3561,603,709,13,487,18,666,226,18,782,84
"G1901190","1900","Iowa","190","Lyon","1190","Lyon",2510,163,650,10,735,13,331,195,7,355,54
"G1901210","1900","Iowa","190","Madison","1210","Madison",3857,771,872,14,851,9,562,236,6,540,40
"G1901230","1900","Iowa","190","Mahaska","1230","Mahaska",7526,1139,923,21,1066,14,1350,543,66,2491,76
"G1901250","1900","Iowa","190","Marion","1250","Marion",5371,1009,778,20,963,18,1310,234,32,1027,64
"G1901270","1900","Iowa","190","Marshall","1270","Marshall",6461,718,704,29,927,19,1377,716,48,1856,182
"G1901290","1900","Iowa","190","Mills","1290","Mills",3402,629,483,25,713,21,626,217,16,618,74
"G1901310","1900","Iowa","190","Mitchell","1310","Mitchell",3203,704,558,3,387,9,763,227,15,518,49
"G1901330","1900","Iowa","190","Monona","1330","Monona",3664,450,881,40,975,32,493,214,18,493,82
"G1901350","1900","Iowa","190","Monroe","1350","Monroe",3819,796,533,14,529,12,641,179,51,1028,49
"G1901370","1900","Iowa","190","Montgomery","1370","Montgomery",3922,400,771,28,726,12,806,431,19,719,56
"G1901390","1900","Iowa","190","Muscatine","1390","Muscatine",6133,808,436,14,635,17,1804,660,43,1889,89
"G1901410","1900","Iowa","190","O Brien","1410","O Brien",3388,363,722,40,674,11,424,248,238,575,86
"G1901430","1900","Iowa","190","Osceola","1430","Osceola",1674,165,437,10,455,7,232,119,11,221,32
"G1901450","1900","Iowa","190","Page","1450","Page",5153,788,896,39,844,15,975,510,41,961,134
"G1901470","1900","Iowa","190","Palo Alto","1470","Palo Alto",2807,365,601,21,635,3,448,247,11,444,47
"G1901490","1900","Iowa","190","Plymouth","1490","Plymouth",4340,590,883,36,1068,8,681,256,13,713,100
"G1901510","1900","Iowa","190","Pocahontas","1510","Pocahontas",2946,348,840,21,714,9,369,180,33,381,47
"G1901530","1900","Iowa","190","Polk","1530","Polk",17001,1048,755,39,1199,42,3326,2269,68,8917,618
"G1901550","1900","Iowa","190","Pottawattamie","1550","Pottawattamie",10884,1124,1153,47,1648,29,1996,932,48,3878,158
"G1901570","1900","Iowa","190","Poweshiek","1570","Poweshiek",4281,631,877,15,706,4,931,362,12,756,54
"G1901590","1900","Iowa","190","Ringgold","1590","Ringgold",3332,505,1071,27,648,16,374,269,10,353,71
"G1901610","1900","Iowa","190","Sac","1610","Sac",3573,474,688,13,761,26,674,297,12,556,81
"G1901630","1900","Iowa","190","Scott","1630","Scott",10377,739,530,20,1054,12,2967,1150,63,4490,160
"G1901650","1900","Iowa","190","Shelby","1650","Shelby",3508,509,899,14,861,3,633,125,24,440,17
"G1901670","1900","Iowa","190","Sioux","1670","Sioux",4420,450,798,31,1015,17,703,401,152,808,60
"G1901690","1900","Iowa","190","Story","1690","Story",4916,592,816,23,869,22,1242,362,24,861,150
"G1901710","1900","Iowa","190","Tama","1710","Tama",5200,902,791,54,975,17,1182,304,71,808,133
"G1901730","1900","Iowa","190","Taylor","1730","Taylor",4256,662,928,27,878,11,769,358,19,557,72
"G1901750","1900","Iowa","190","Union","1750","Union",4201,487,687,17,574,10,978,327,36,1000,73
"G1901770","1900","Iowa","190","Van Buren","1770","Van Buren",4067,991,597,24,626,19,828,206,56,666,77
"G1901790","1900","Iowa","190","Wapello","1790","Wapello",7723,910,649,24,731,10,1665,896,36,2884,101
"G1901810","1900","Iowa","190","Warren","1810","Warren",4571,941,960,14,960,26,754,261,11,638,48
"G1901830","1900","Iowa","190","Washington","1830","Washington",4738,913,744,23,755,18,1144,337,26,759,49
"G1901850","1900","Iowa","190","Wayne","1850","Wayne",3933,674,915,14,607,11,868,239,12,534,44
"G1901870","1900","Iowa","190","Webster","1870","Webster",6174,662,950,22,874,13,1452,646,36,1528,114
"G1901890","1900","Iowa","190","Winnebago","1890","Winnebago",2470,292,687,92,401,12,312,173,78,348,78
"G1901910","1900","Iowa","190","Winneshiek","1910","Winneshiek",4862,1421,995,18,476,10,995,226,38,618,158
"G1901930","1900","Iowa","190","Woodbury","1930","Woodbury",10729,604,1118,60,1334,23,1834,1077,149,4643,478
"G1901950","1900","Iowa","190","Worth","1950","Worth",2105,527,527,9,381,5,299,90,10,227,59
"G1901970","1900","Iowa","190","Wright","1970","Wright",3699,352,728,16,719,18,831,218,19,733,73
"G1909015","1900","Iowa","190","Sac and Fox Indian Reservation (Iowa part)","9015","Sac and Fox Indian Reservation (Iowa part)",,,,,,,,,,,
"G2000010","1900","Kansas","200","Allen","0010","Allen",4185,528,552,43,747,26,746,355,45,1030,186
"G2000030","1900","Kansas","200","Anderson","0030","Anderson",3135,652,614,63,720,21,237,56,318,391,117
"G2000050","1900","Kansas","200","Atchison","0050","Atchison",6050,655,532,20,684,14,1455,435,18,2077,204
"G2000070","1900","Kansas","200","Barber","0070","Barber",1404,425,173,7,342,10,178,18,11,223,39
"G2000090","1900","Kansas","200","Barton","0090","Barton",2821,775,469,9,409,13,496,104,24,450,111
"G2000110","1900","Kansas","200","Bourbon","0110","Bourbon",5503,798,688,17,959,17,1018,312,12,1671,116
"G2000130","1900","Kansas","200","Brown","0130","Brown",4890,627,720,35,944,20,1041,272,21,1085,184
"G2000150","1900","Kansas","200","Butler","0150","Butler",5082,1097,713,68,1269,47,781,168,33,847,116
"G2000170","1900","Kansas","200","Chase","0170","Chase",1692,268,286,55,351,27,247,91,29,315,46
"G2000190","1900","Kansas","200","Chautauqua","0190","Chautauqua",2510,542,404,12,724,14,361,107,12,310,41
"G2000210","1900","Kansas","200","Cherokee","0210","Cherokee",9257,937,548,15,1140,39,3154,406,96,2670,274
"G2000230","1900","Kansas","200","Cheyenne","0230","Cheyenne",573,362,52,3,76,10,23,4,0,36,5
"G2000250","1900","Kansas","200","Clark","0250","Clark",370,126,30,1,48,12,70,6,7,49,8
"G2000270","1900","Kansas","200","Clay","0270","Clay",3338,594,691,54,779,5,513,145,23,535,50
"G2000290","1900","Kansas","200","Cloud","0290","Cloud",3852,737,682,13,857,24,632,210,9,663,62
"G2000310","1900","Kansas","200","Coffey","0310","Coffey",3616,817,715,21,848,57,526,135,25,449,90
"G2000330","1900","Kansas","200","Comanche","0330","Comanche",345,150,47,2,60,4,35,3,3,41,5
"G2000350","1900","Kansas","200","Cowley","0350","Cowley",6464,1087,801,24,1253,34,1121,348,36,1734,164
"G2000370","1900","Kansas","200","Crawford","0370","Crawford",8221,933,520,58,1053,20,1712,638,46,3163,148
"G2000390","1900","Kansas","200","Decatur","0390","Decatur",1940,786,353,24,375,10,185,37,4,128,25
"G2000410","1900","Kansas","200","Dickinson","0410","Dickinson",4563,868,698,22,800,9,953,266,24,903,102
"G2000430","1900","Kansas","200","Doniphan","0430","Doniphan",3282,684,506,13,659,21,615,128,11,589,73
"G2000450","1900","Kansas","200","Douglas","0450","Douglas",5482,886,610,55,758,21,1107,485,94,1462,186
"G2000470","1900","Kansas","200","Edwards","0470","Edwards",847,321,90,26,193,6,89,16,6,87,14
"G2000490","1900","Kansas","200","Elk","0490","Elk",2519,596,417,9,601,26,401,116,4,332,38
"G2000510","1900","Kansas","200","Ellis","0510","Ellis",1538,554,275,10,144,4,248,42,11,223,26
"G2000530","1900","Kansas","200","Ellsworth","0530","Ellsworth",1923,536,352,24,272,30,328,69,6,227,81
"G2000550","1900","Kansas","200","Finney","0550","Finney",798,302,47,5,120,13,138,36,2,130,56
"G2000570","1900","Kansas","200","Ford","0570","Ford",1255,368,80,18,81,27,256,41,5,243,133
"G2000590","1900","Kansas","200","Franklin","0590","Franklin",4885,881,707,31,883,15,902,378,41,993,88
"G2000610","1900","Kansas","200","Geary","0610","Geary",2096,306,301,6,279,9,419,185,3,480,108
"G2000630","1900","Kansas","200","Gove","0630","Gove",559,375,36,1,52,0,42,1,2,42,10
"G2000650","1900","Kansas","200","Graham","0650","Graham",1099,575,172,6,174,9,52,11,1,66,36
"G2000670","1900","Kansas","200","Grant","0670","Grant",78,58,1,0,10,0,5,0,0,2,1
"G2000690","1900","Kansas","200","Gray","0690","Gray",312,184,7,0,37,12,36,1,0,17,19
"G2000710","1900","Kansas","200","Greeley","0710","Greeley",129,60,2,0,14,0,35,0,0,18,0
"G2000730","1900","Kansas","200","Greenwood","0730","Greenwood",3463,562,713,29,892,19,470,168,32,487,96
"G2000750","1900","Kansas","200","Hamilton","0750","Hamilton",365,168,23,3,33,2,52,5,5,57,12
"G2000770","1900","Kansas","200","Harper","0770","Harper",2252,385,355,34,677,20,338,36,20,370,48
"G2000790","1900","Kansas","200","Harvey","0790","Harvey",3762,572,432,10,644,22,874,261,16,886,85
"G2000810","1900","Kansas","200","Haskell","0810","Haskell",100,63,2,0,18,0,10,0,0,9,2
"G2000830","1900","Kansas","200","Hodgeman","0830","Hodgeman",465,351,25,0,41,1,25,2,0,16,2
"G2000850","1900","Kansas","200","Jackson","0850","Jackson",3705,621,792,40,818,25,658,189,33,504,62
"G2000870","1900","Kansas","200","Jefferson","0870","Jefferson",3835,838,664,12,901,21,597,150,13,593,65
"G2000890","1900","Kansas","200","Jewell","0890","Jewell",4225,1139,890,56,1121,13,428,102,18,400,78
"G2000910","1900","Kansas","200","Johnson","0910","Johnson",4048,890,429,53,897,23,724,189,23,749,112
"G2000930","1900","Kansas","200","Kearny","0930","Kearny",252,98,23,1,45,2,37,5,0,34,11
"G2000950","1900","Kansas","200","Kingman","0950","Kingman",2206,420,415,38,654,36,267,73,11,233,119
"G2000970","1900","Kansas","200","Kiowa","0970","Kiowa",500,163,44,1,131,1,77,2,1,88,5
"G2000990","1900","Kansas","200","Labette","0990","Labette",6086,879,641,45,1183,33,1341,492,27,1393,101
"G2001010","1900","Kansas","200","Lane","1010","Lane",390,242,12,3,28,7,46,0,0,27,25
"G2001030","1900","Kansas","200","Leavenworth","1030","Leavenworth",7866,868,632,20,812,25,1705,590,191,2912,306
"G2001050","1900","Kansas","200","Lincoln","1050","Lincoln",2058,587,540,20,425,4,210,45,5,205,21
"G2001070","1900","Kansas","200","Linn","1070","Linn",3799,1049,501,34,944,39,578,81,28,506,72
"G2001090","1900","Kansas","200","Logan","1090","Logan",473,295,25,9,43,7,39,6,1,33,10
"G2001110","1900","Kansas","200","Lyon","1110","Lyon",5419,928,936,24,913,24,916,446,12,1169,92
"G2001130","1900","Kansas","200","McPherson","1130","Mcpherson",4368,936,829,15,859,20,856,187,21,607,98
"G2001150","1900","Kansas","200","Marion","1150","Marion",4063,750,796,18,903,31,684,178,11,625,121
"G2001170","1900","Kansas","200","Marshall","1170","Marshall",5113,893,1026,24,1127,16,857,313,26,828,63
"G2001190","1900","Kansas","200","Meade","1190","Meade",356,166,18,57,18,4,48,4,0,36,5
"G2001210","1900","Kansas","200","Miami","1210","Miami",4538,883,678,47,958,48,550,226,146,930,123
"G2001230","1900","Kansas","200","Mitchell","1230","Mitchell",3164,831,491,26,651,29,458,106,12,487,87
"G2001250","1900","Kansas","200","Montgomery","1250","Montgomery",6196,864,609,81,1122,25,1336,380,59,1647,146
"G2001270","1900","Kansas","200","Morris","1270","Morris",2538,508,487,16,581,9,361,146,7,366,88
"G2001290","1900","Kansas","200","Morton","1290","Morton",69,57,0,0,3,1,1,0,0,4,2
"G2001310","1900","Kansas","200","Nemaha","1310","Nemaha",4389,770,922,62,1048,9,719,237,46,549,64
"G2001330","1900","Kansas","200","Neosho","1330","Neosho",4209,762,606,27,913,14,833,260,23,785,59
"G2001350","1900","Kansas","200","Ness","1350","Ness",974,564,111,8,115,2,77,4,2,87,16
"G2001370","1900","Kansas","200","Norton","1370","Norton",2466,811,509,19,542,13,236,40,8,203,78
"G2001390","1900","Kansas","200","Osage","1390","Osage",5246,983,1020,21,900,17,1032,288,26,910,98
"G2001410","1900","Kansas","200","Osborne","1410","Osborne",2535,735,558,27,521,27,354,61,6,225,45
"G2001430","1900","Kansas","200","Ottawa","1430","Ottawa",2482,605,403,8,632,12,387,61,7,336,38
"G2001450","1900","Kansas","200","Pawnee","1450","Pawnee",1147,303,189,6,204,11,209,39,0,183,3
"G2001470","1900","Kansas","200","Phillips","1470","Phillips",3014,949,648,44,631,25,311,73,8,277,54
"G2001490","1900","Kansas","200","Pottawatomie","1490","Pottawatomie",3961,820,700,74,771,45,616,172,42,595,147
"G2001510","1900","Kansas","200","Pratt","1510","Pratt",1524,434,271,18,369,28,212,34,3,127,38
"G2001530","1900","Kansas","200","Rawlins","1530","Rawlins",1120,575,143,22,193,5,92,10,7,77,11
"G2001550","1900","Kansas","200","Reno","1550","Reno",6096,1039,1005,44,1152,46,952,415,13,1385,146
"G2001570","1900","Kansas","200","Republic","1570","Republic",3972,1036,782,22,971,24,525,99,26,460,52
"G2001590","1900","Kansas","200","Rice","1590","Rice",3190,586,588,27,645,18,526,188,34,491,82
"G2001610","1900","Kansas","200","Riley","1610","Riley",2958,721,546,15,461,16,540,181,9,446,36
"G2001630","1900","Kansas","200","Rooks","1630","Rooks",1705,549,319,12,398,7,182,41,19,174,14
"G2001650","1900","Kansas","200","Rush","1650","Rush",1212,505,245,5,178,6,119,18,18,116,10
"G2001670","1900","Kansas","200","Russell","1670","Russell",1724,536,346,12,278,8,216,45,14,271,19
"G2001690","1900","Kansas","200","Saline","1690","Saline",3582,669,561,11,593,7,630,296,20,740,69
"G2001710","1900","Kansas","200","Scott","1710","Scott",241,142,12,0,24,2,24,5,0,27,4
"G2001730","1900","Kansas","200","Sedgwick","1730","Sedgwick",9340,1089,910,61,1372,27,1874,566,88,3395,367
"G2001750","1900","Kansas","200","Seward","1750","Seward",182,100,7,4,21,0,25,2,1,10,8
"G2001770","1900","Kansas","200","Shawnee","1770","Shawnee",11785,873,631,33,969,15,2314,1467,190,5180,604
"G2001790","1900","Kansas","200","Sheridan","1790","Sheridan",856,432,181,15,106,3,61,0,0,53,7
"G2001810","1900","Kansas","200","Sherman","1810","Sherman",776,386,46,5,71,14,124,7,2,115,9
"G2001830","1900","Kansas","200","Smith","1830","Smith",3454,1114,783,58,770,23,347,89,10,247,45
"G2001850","1900","Kansas","200","Stafford","1850","Stafford",2045,534,425,53,456,21,250,45,28,218,43
"G2001870","1900","Kansas","200","Stanton","1870","Stanton",76,65,0,1,6,0,1,0,0,3,0
"G2001890","1900","Kansas","200","Stevens","1890","Stevens",124,100,1,0,12,1,6,0,0,4,0
"G2001910","1900","Kansas","200","Sumner","1910","Sumner",5702,1045,754,36,1342,41,993,187,14,1142,174
"G2001930","1900","Kansas","200","Thomas","1930","Thomas",863,412,144,6,129,1,79,10,2,75,13
"G2001950","1900","Kansas","200","Trego","1950","Trego",648,356,77,4,68,10,65,6,0,37,28
"G2001970","1900","Kansas","200","Wabaunsee","1970","Wabaunsee",2634,680,676,18,551,16,304,56,17,300,28
"G2001990","1900","Kansas","200","Wallace","1990","Wallace",285,193,7,2,21,2,16,4,0,32,11
"G2002010","1900","Kansas","200","Washington","2010","Washington",4640,948,1080,46,1073,9,707,110,18,644,47
"G2002030","1900","Kansas","200","Wichita","2030","Wichita",321,210,20,4,26,0,36,2,0,17,3
"G2002050","1900","Kansas","200","Wilson","2050","Wilson",3433,711,533,49,852,23,521,173,25,461,113
"G2002070","1900","Kansas","200","Woodson","2070","Woodson",2134,453,407,7,464,26,331,140,10,263,47
