GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A47001,A48001,A48002,A49001,A49002,A49003,A49004,A49005,A49006,A49007,A49008,A49009,A49010
"G2100230","1910","Kentucky","210","Bracken","0230","Bracken",2504,1524,980,850,97,1,570,6,376,36,29,502,37
"G2100250","1910","Kentucky","210","Breathitt","0250","Breathitt",3246,2566,680,1132,79,17,1336,2,111,29,11,413,116
"G2100270","1910","Kentucky","210","Breckinridge","0270","Breckinridge",4619,3109,1510,1831,295,4,965,14,568,42,41,784,75
"G2100290","1910","Kentucky","210","Bullitt","0290","Bullitt",2135,1268,867,707,205,27,325,4,239,26,29,543,30
"G2100310","1910","Kentucky","210","Butler","0310","Butler",3365,2453,912,1482,320,4,644,3,320,27,24,482,59
"G2100330","1910","Kentucky","210","Caldwell","0330","Caldwell",3110,1876,1234,1024,252,3,596,1,299,69,23,817,26
"G2100350","1910","Kentucky","210","Calloway","0350","Calloway",4229,3346,883,1726,723,4,893,0,350,40,29,425,39
"G2100370","1910","Kentucky","210","Campbell","0370","Campbell",13799,1557,12242,953,264,0,336,4,3143,2119,29,6805,146
"G2100390","1910","Kentucky","210","Carlisle","0390","Carlisle",2028,1358,670,597,288,5,468,0,282,38,25,294,31
"G2100410","1910","Kentucky","210","Carroll","0410","Carroll",1993,1040,953,439,91,7,500,3,356,69,11,481,36
"G2100430","1910","Kentucky","210","Carter","0430","Carter",4208,3024,1184,1778,217,2,1027,0,305,58,24,756,41
"G2100450","1910","Kentucky","210","Casey","0450","Casey",3217,2633,584,1703,324,7,599,0,128,20,12,410,14
"G2100470","1910","Kentucky","210","Christian","0470","Christian",8285,3657,4628,1641,502,21,1485,8,1179,312,147,2592,398
"G2100490","1910","Kentucky","210","Clark","0490","Clark",4142,1458,2684,678,209,16,554,1,873,137,135,1357,182
"G2100510","1910","Kentucky","210","Clay","0510","Clay",3185,2898,287,1457,108,4,1329,0,29,1,22,223,12
"G2100530","1910","Kentucky","210","Clinton","0530","Clinton",1658,1401,257,877,148,2,374,0,47,4,8,192,6
"G2100550","1910","Kentucky","210","Crittenden","0550","Crittenden",2918,2068,850,1116,310,4,635,3,337,50,8,424,31
"G2100570","1910","Kentucky","210","Cumberland","0570","Cumberland",1974,1508,466,914,127,2,464,1,96,15,7,332,16
"G2100590","1910","Kentucky","210","Daviess","0590","Daviess",9224,3670,5554,1679,557,14,1411,9,1505,345,63,3435,206
"G2100610","1910","Kentucky","210","Edmonson","0610","Edmonson",2122,1842,280,1151,209,1,481,0,53,6,10,197,14
"G2100630","1910","Kentucky","210","Elliott","0630","Elliott",1719,1597,122,980,113,2,499,3,32,5,1,62,22
"G2100650","1910","Kentucky","210","Estill","0650","Estill",2388,1872,516,1084,212,4,570,2,131,16,20,329,20
"G2100670","1910","Kentucky","210","Fayette","0670","Fayette",11205,1365,9840,521,170,4,667,3,2411,491,24,6773,141
"G2100690","1910","Kentucky","210","Fleming","0690","Fleming",3591,2517,1074,1336,378,9,791,3,459,76,25,467,47
"G2100710","1910","Kentucky","210","Floyd","0710","Floyd",3437,2877,560,1411,91,7,1368,0,126,17,4,374,39
"G2100730","1910","Kentucky","210","Franklin","0730","Franklin",4457,1571,2886,822,209,0,538,2,785,118,22,1932,29
"G2100750","1910","Kentucky","210","Fulton","0750","Fulton",3074,1115,1959,348,164,12,590,1,450,143,92,1142,132
"G2100770","1910","Kentucky","210","Gallatin","0770","Gallatin",1177,698,479,260,138,7,292,1,137,36,17,262,27
"G2100790","1910","Kentucky","210","Garrard","0790","Garrard",2569,1696,873,880,290,12,509,5,234,44,39,517,39
"G2100810","1910","Kentucky","210","Grant","0810","Grant",2528,1778,750,1056,252,3,465,2,230,40,39,421,20
"G2100830","1910","Kentucky","210","Graves","0830","Graves",7196,5029,2167,2279,1004,30,1714,2,803,230,14,1067,53
"G2100850","1910","Kentucky","210","Grayson","0850","Grayson",4193,3127,1066,1668,769,3,686,1,389,73,19,561,24
"G2100870","1910","Kentucky","210","Green","0870","Green",2513,2095,418,1084,394,11,606,0,83,30,16,222,67
"G2100890","1910","Kentucky","210","Greenup","0890","Greenup",3588,2325,1263,1200,360,12,748,5,357,76,40,706,84
"G2100910","1910","Kentucky","210","Hancock","0910","Hancock",1930,1406,524,720,182,2,501,1,220,51,2,242,9
"G2100930","1910","Kentucky","210","Hardin","0930","Hardin",5118,3200,1918,2113,346,89,646,6,637,53,135,1039,54
"G2100950","1910","Kentucky","210","Harlan","0950","Harlan",2041,1569,472,593,29,4,908,35,93,14,3,280,82
"G2100970","1910","Kentucky","210","Harrison","0970","Harrison",3863,2316,1547,1134,317,10,852,3,513,82,36,852,64
"G2100990","1910","Kentucky","210","Hart","0990","Hart",3836,2949,887,1785,463,5,693,3,251,33,21,534,48
"G2101010","1910","Kentucky","210","Henderson","1010","Henderson",6609,2582,4027,879,318,26,1352,7,1216,310,82,2334,85
"G2101030","1910","Kentucky","210","Henry","1030","Henry",3233,2108,1125,842,364,1,895,6,449,71,18,544,43
"G2101050","1910","Kentucky","210","Hickman","1050","Hickman",2563,1489,1074,706,296,12,472,3,410,83,9,511,61
"G2101070","1910","Kentucky","210","Hopkins","1070","Hopkins",7677,3217,4460,1231,521,104,1359,2,1058,270,95,2824,213
"G2101090","1910","Kentucky","210","Jackson","1090","Jackson",2021,1909,112,1237,162,0,510,0,18,2,5,82,5
"G2101110","1910","Kentucky","210","Jefferson","1110","Jefferson",60306,2960,57346,1565,425,14,950,6,11556,4133,172,40428,1057
"G2101130","1910","Kentucky","210","Jessamine","1130","Jessamine",2722,1206,1516,566,195,14,429,2,570,83,43,770,50
"G2101150","1910","Kentucky","210","Johnson","1150","Johnson",3320,2367,953,1377,182,11,792,5,168,27,23,706,29
"G2101170","1910","Kentucky","210","Kenton","1170","Kenton",16597,1279,15318,763,212,1,301,2,3285,2213,50,9571,199
"G2101190","1910","Kentucky","210","Knott","1190","Knott",1828,1740,88,806,68,3,863,0,12,2,13,45,16
"G2101210","1910","Kentucky","210","Knox","1210","Knox",4324,2688,1636,1404,168,12,1103,1,466,29,23,1092,26
"G2101230","1910","Kentucky","210","Larue","1230","Larue",2297,1507,790,990,273,0,244,0,236,50,21,466,17
"G2101250","1910","Kentucky","210","Laurel","1250","Laurel",3846,2765,1081,1900,180,12,673,0,259,30,65,707,20
"G2101270","1910","Kentucky","210","Lawrence","1270","Lawrence",3768,2991,777,1655,276,9,1042,9,189,69,10,488,21
"G2101290","1910","Kentucky","210","Lee","1290","Lee",1867,1213,654,780,32,2,398,1,122,5,14,457,56
"G2101310","1910","Kentucky","210","Leslie","1310","Leslie",1585,1339,246,789,25,3,519,3,42,1,6,174,23
"G2101330","1910","Kentucky","210","Letcher","1330","Letcher",1841,1588,253,862,74,0,652,0,43,14,7,185,4
"G2101350","1910","Kentucky","210","Lewis","1350","Lewis",3590,2722,868,1674,249,7,783,9,290,25,18,501,34
"G2101370","1910","Kentucky","210","Lincoln","1370","Lincoln",3813,2475,1338,1630,225,25,587,8,387,40,105,691,115
"G2101390","1910","Kentucky","210","Livingston","1390","Livingston",2326,1622,704,813,254,4,551,0,222,53,24,365,40
"G2101410","1910","Kentucky","210","Logan","1410","Logan",5416,3629,1787,1812,559,7,1244,7,671,44,30,949,93
"G2101430","1910","Kentucky","210","Lyon","1430","Lyon",1869,1220,649,524,201,0,495,0,203,31,12,382,21
"G2101450","1910","Kentucky","210","McCracken","1450","Mccracken",8321,1907,6414,1045,331,7,524,0,1682,322,88,4175,147
"G2101490","1910","Kentucky","210","McLean","1490","Mclean",2927,1649,1278,858,204,5,580,2,451,60,67,652,48
"G2101510","1910","Kentucky","210","Madison","1510","Madison",5893,3549,2344,1898,315,19,1314,3,637,156,76,1375,100
"G2101530","1910","Kentucky","210","Magoffin","1530","Magoffin",2496,2205,291,1372,117,40,670,6,61,6,14,179,31
"G2101550","1910","Kentucky","210","Marion","1550","Marion",3387,1786,1601,940,364,5,476,1,530,86,24,906,55
"G2101570","1910","Kentucky","210","Marshall","1570","Marshall",3362,2773,589,1462,495,2,811,3,234,38,12,273,32
"G2101590","1910","Kentucky","210","Martin","1590","Martin",1283,1018,265,622,36,2,354,4,45,7,11,193,9
"G2101610","1910","Kentucky","210","Mason","1610","Mason",4346,1641,2705,825,176,16,611,13,877,236,66,1438,88
"G2101630","1910","Kentucky","210","Meade","1630","Meade",2079,1487,592,980,194,0,313,0,186,25,26,338,17
"G2101650","1910","Kentucky","210","Menifee","1650","Menifee",1198,1066,132,633,136,1,296,0,21,1,5,95,10
"G2101670","1910","Kentucky","210","Mercer","1670","Mercer",3303,1674,1629,1010,300,0,363,1,496,75,45,921,92
"G2101690","1910","Kentucky","210","Metcalfe","1690","Metcalfe",2292,1994,298,1028,369,4,593,0,54,11,34,175,24
"G2101710","1910","Kentucky","210","Monroe","1710","Monroe",2838,2348,490,1282,238,3,825,0,135,22,13,302,18
"G2101730","1910","Kentucky","210","Montgomery","1730","Montgomery",2913,1231,1682,645,138,18,429,1,494,70,63,941,114
"G2101750","1910","Kentucky","210","Morgan","1750","Morgan",3223,2449,774,1697,147,7,595,3,163,21,13,510,67
"G2101770","1910","Kentucky","210","Muhlenberg","1770","Muhlenberg",6176,2705,3471,1616,291,5,793,0,1030,162,30,2162,87
"G2101790","1910","Kentucky","210","Nelson","1790","Nelson",3441,1696,1745,1102,264,11,312,7,686,57,38,904,60
"G2101810","1910","Kentucky","210","Nicholas","1810","Nicholas",2562,1641,921,852,205,20,560,4,310,68,48,460,35
"G2101830","1910","Kentucky","210","Ohio","1830","Ohio",6150,4001,2149,2451,491,9,1041,9,733,126,74,1164,52
"G2101850","1910","Kentucky","210","Oldham","1850","Oldham",1606,910,696,443,176,3,288,0,207,71,14,377,27
"G2101870","1910","Kentucky","210","Owen","1870","Owen",3295,2511,784,1239,342,10,919,1,273,44,18,412,37
"G2101890","1910","Kentucky","210","Owsley","1890","Owsley",1477,1333,144,836,59,0,438,0,27,2,0,112,3
"G2101910","1910","Kentucky","210","Pendleton","1910","Pendleton",2720,2059,661,1207,292,4,556,0,259,34,6,330,32
"G2101930","1910","Kentucky","210","Perry","1930","Perry",1930,1684,246,961,44,9,670,0,62,11,10,152,11
"G2101950","1910","Kentucky","210","Pike","1950","Pike",5866,4577,1289,2586,147,14,1824,6,194,28,31,944,92
"G2101970","1910","Kentucky","210","Powell","1970","Powell",1360,967,393,663,41,0,263,0,81,3,15,241,53
"G2101990","1910","Kentucky","210","Pulaski","1990","Pulaski",7392,4888,2504,3240,426,3,1215,4,699,142,54,1509,100
"G2102010","1910","Kentucky","210","Robertson","2010","Robertson",971,791,180,438,70,2,281,0,77,6,12,73,12
"G2102030","1910","Kentucky","210","Rockcastle","2030","Rockcastle",2898,2136,762,1233,211,6,684,2,213,30,20,468,31
"G2102050","1910","Kentucky","210","Rowan","2050","Rowan",1808,1188,620,833,36,6,313,0,143,16,13,432,16
"G2102070","1910","Kentucky","210","Russell","2070","Russell",2248,1951,297,1112,241,3,595,0,71,19,10,194,3
"G2102090","1910","Kentucky","210","Scott","2090","Scott",4007,1753,2254,738,245,2,767,1,726,149,10,1249,120
"G2102110","1910","Kentucky","210","Shelby","2110","Shelby",4084,2283,1801,932,453,11,877,10,515,72,18,1116,80
"G2102130","1910","Kentucky","210","Simpson","2130","Simpson",2644,1488,1156,678,293,8,508,1,352,48,8,714,34
"G2102150","1910","Kentucky","210","Spencer","2150","Spencer",1594,1247,347,496,227,2,521,1,100,21,8,200,18
"G2102170","1910","Kentucky","210","Taylor","2170","Taylor",2577,1765,812,1043,365,3,350,4,252,34,31,463,32
"G2102190","1910","Kentucky","210","Todd","2190","Todd",3714,2186,1528,1062,293,2,827,2,483,87,24,845,89
"G2102210","1910","Kentucky","210","Trigg","2210","Trigg",3032,2180,852,978,261,7,926,8,288,25,14,476,49
"G2102230","1910","Kentucky","210","Trimble","2230","Trimble",1530,1274,256,550,226,0,498,0,90,10,1,139,16
"G2102250","1910","Kentucky","210","Union","2250","Union",4304,1700,2604,683,263,9,740,5,791,160,89,1451,113
"G2102270","1910","Kentucky","210","Warren","2270","Warren",6910,3261,3649,1830,570,19,838,4,1137,198,61,2169,84
"G2102290","1910","Kentucky","210","Washington","2290","Washington",2875,2156,719,1299,414,4,435,4,209,25,14,441,30
"G2102310","1910","Kentucky","210","Wayne","2310","Wayne",3463,2551,912,1625,181,5,740,0,126,30,44,620,92
"G2102330","1910","Kentucky","210","Webster","2330","Webster",4597,2308,2289,1049,242,32,983,2,920,149,22,1161,37
"G2102350","1910","Kentucky","210","Whitley","2350","Whitley",6298,3345,2953,2021,147,6,1170,1,618,92,47,2140,56
"G2102370","1910","Kentucky","210","Wolfe","2370","Wolfe",1903,1500,403,829,108,1,561,1,72,14,9,225,83
"G2102390","1910","Kentucky","210","Woodford","2390","Woodford",2892,1028,1864,352,136,4,535,1,597,86,26,1051,104
"G2200010","1910","Louisiana","220","Acadia","0010","Acadia",6087,3134,2953,1277,275,22,1558,2,1009,217,170,1404,153
"G2200050","1910","Louisiana","220","Ascension","0050","Ascension",5091,1231,3860,960,79,1,185,6,972,94,17,2588,189
"G2200070","1910","Louisiana","220","Assumption","0070","Assumption",5132,703,4429,241,74,2,386,0,1068,107,47,3102,105
"G2200090","1910","Louisiana","220","Avoyelles","0090","Avoyelles",6580,4355,2225,1360,350,37,2603,5,421,89,61,1563,91
"G2200130","1910","Louisiana","220","Bienville","0130","Bienville",4038,2792,1246,1514,204,3,1066,5,273,39,37,791,106
"G2200150","1910","Louisiana","220","Bossier","0150","Bossier",4996,3375,1621,865,229,10,2270,1,109,15,52,1372,73
"G2200170","1910","Louisiana","220","Caddo","0170","Caddo",13114,4674,8440,820,155,31,3655,13,1692,356,89,5578,725
"G2200190","1910","Louisiana","220","Calcasieu","0190","Calcasieu",12766,3240,9526,2167,263,17,772,21,2496,430,95,6067,438
"G2200210","1910","Louisiana","220","Caldwell","0210","Caldwell",1703,993,710,662,64,4,263,0,133,6,18,476,77
"G2200230","1910","Louisiana","220","Cameron","0230","Cameron",751,597,154,318,31,1,247,0,69,1,5,58,21
"G2200250","1910","Louisiana","220","Catahoula","0250","Catahoula",2088,1402,686,414,85,13,867,23,153,9,14,415,95
"G2200270","1910","Louisiana","220","Claiborne","0270","Claiborne",4635,3671,964,1250,281,33,2099,8,260,36,13,565,90
"G2200290","1910","Louisiana","220","Concordia","0290","Concordia",3501,1280,2221,102,33,1,1143,1,171,28,4,1936,82
"G2200310","1910","Louisiana","220","De Soto","0310","De Soto",5723,4202,1521,1263,352,48,2534,5,349,24,55,845,248
"G2200330","1910","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",7552,2077,5475,569,164,10,1332,2,817,182,47,4181,248
"G2200350","1910","Louisiana","220","East Carroll","0350","East Carroll",3123,1740,1383,51,26,2,1660,1,187,84,3,1074,35
"G2200370","1910","Louisiana","220","East Feliciana","0370","East Feliciana",3825,2303,1522,386,210,1,1703,3,241,33,10,1158,80
"G2200410","1910","Louisiana","220","Franklin","0410","Franklin",2500,1815,685,429,199,7,1180,0,54,26,12,373,220
"G2200430","1910","Louisiana","220","Grant","0430","Grant",3148,1433,1715,762,53,0,616,2,216,32,38,1387,42
"G2200450","1910","Louisiana","220","Iberia","0450","Iberia",6102,1786,4316,659,271,13,841,2,1067,249,43,2705,252
"G2200470","1910","Louisiana","220","Iberville","0470","Iberville",7282,587,6695,205,75,24,283,0,967,126,273,5049,280
"G2200490","1910","Louisiana","220","Jackson","0490","Jackson",2644,1577,1067,1004,107,3,463,0,188,14,34,808,23
"G2200510","1910","Louisiana","220","Jefferson","0510","Jefferson",4138,333,3805,111,17,1,204,0,995,137,12,2580,81
"G2200550","1910","Louisiana","220","Lafayette","0550","Lafayette",5366,3025,2341,1104,240,23,1655,3,753,144,40,1266,138
"G2200570","1910","Louisiana","220","Lafourche","0570","Lafourche",6499,1471,5028,641,155,18,655,2,832,153,81,3861,101
"G2200590","1910","Louisiana","220","La Salle","0590","La Salle",1805,703,1102,543,22,0,138,0,180,10,35,836,41
"G2200610","1910","Louisiana","220","Lincoln","0610","Lincoln",3503,2258,1245,1095,168,9,984,2,344,63,6,776,56
"G2200630","1910","Louisiana","220","Livingston","0630","Livingston",2027,1125,902,735,104,14,271,1,290,12,21,493,86
"G2200650","1910","Louisiana","220","Madison","0650","Madison",2915,1757,1158,40,37,3,1674,3,47,46,10,849,206
"G2200670","1910","Louisiana","220","Morehouse","0670","Morehouse",4079,2939,1140,474,89,22,2352,2,164,36,11,789,140
"G2200690","1910","Louisiana","220","Natchitoches","0690","Natchitoches",7357,4802,2555,1401,188,26,3177,10,508,61,73,1741,172
"G2200710","1910","Louisiana","220","Orleans","0710","Orleans",73377,330,73047,156,38,4,131,1,12459,3020,596,53982,2990
"G2200730","1910","Louisiana","220","Ouachita","0730","Ouachita",5743,1918,3825,744,122,17,1015,20,488,254,45,2843,195
"G2200750","1910","Louisiana","220","Plaquemines","0750","Plaquemines",2683,570,2113,367,68,0,135,0,447,19,39,1541,67
"G2200770","1910","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",5253,2680,2573,413,192,6,2061,8,145,44,23,2112,249
"G2200790","1910","Louisiana","220","Rapides","0790","Rapides",8870,2852,6018,1356,114,53,1319,10,925,138,290,4340,325
"G2200810","1910","Louisiana","220","Red River","0810","Red River",2402,1802,600,492,220,1,1087,2,71,12,4,469,44
"G2200830","1910","Louisiana","220","Richland","0830","Richland",3350,2303,1047,367,116,8,1810,2,181,37,22,681,126
"G2200850","1910","Louisiana","220","Sabine","0850","Sabine",3864,2523,1341,1401,242,15,860,5,212,11,36,958,124
"G2200870","1910","Louisiana","220","St Bernard","0870","St Bernard",1123,127,996,56,9,0,61,1,148,14,3,801,30
"G2200890","1910","Louisiana","220","St Charles","0890","St Charles",2213,283,1930,159,46,4,73,1,472,15,66,1294,83
"G2200910","1910","Louisiana","220","St Helena","0910","St Helena",1686,1227,459,413,108,5,701,0,91,8,4,310,46
"G2200930","1910","Louisiana","220","St James","0930","St James",5007,328,4679,197,54,5,71,1,909,102,150,3344,174
"G2200950","1910","Louisiana","220","St John The Baptist","0950","St John The Baptist",3168,343,2825,107,40,10,184,2,558,38,98,1993,138
"G2200970","1910","Louisiana","220","St Landry","0970","St Landry",12657,8536,4121,2279,569,112,5568,8,804,155,230,2720,212
"G2200990","1910","Louisiana","220","St Martin","0990","St Martin",4165,2248,1917,659,324,8,1240,17,707,66,28,1012,104
"G2201010","1910","Louisiana","220","St Mary","1010","St Mary",8296,628,7668,223,87,5,309,4,1812,330,56,5332,138
"G2201030","1910","Louisiana","220","St Tammany","1030","St Tammany",3996,621,3375,500,36,0,82,3,1334,89,36,1775,141
"G2201050","1910","Louisiana","220","Tangipahoa","1050","Tangipahoa",5870,2029,3841,1135,254,6,633,1,827,195,40,2597,182
"G2201070","1910","Louisiana","220","Tensas","1070","Tensas",4614,2806,1808,74,50,5,2673,4,144,24,7,1446,187
"G2201090","1910","Louisiana","220","Terrebonne","1090","Terrebonne",5636,644,4992,309,96,4,234,1,1112,392,74,3251,163
"G2201110","1910","Louisiana","220","Union","1110","Union",3818,2712,1106,1409,496,9,793,5,198,49,23,706,130
"G2201130","1910","Louisiana","220","Vermilion","1130","Vermilion",4842,3076,1766,1299,387,30,1342,18,501,102,130,791,242
"G2201150","1910","Louisiana","220","Vernon","1150","Vernon",3373,1304,2069,1133,29,5,120,17,223,32,100,1596,118
"G2201170","1910","Louisiana","220","Washington","1170","Washington",3523,1692,1831,952,195,0,541,4,188,42,15,1411,175
"G2201190","1910","Louisiana","220","Webster","1190","Webster",3799,2172,1627,902,281,22,962,5,310,46,51,1145,75
"G2201210","1910","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",2989,563,2426,107,71,7,376,2,236,58,4,2048,80
"G2201230","1910","Louisiana","220","West Carroll","1230","West Carroll",1326,908,418,273,87,0,547,1,39,9,4,257,109
"G2201250","1910","Louisiana","220","West Feliciana","1250","West Feliciana",2818,1543,1275,151,68,9,1312,3,97,20,3,1068,87
"G2201270","1910","Louisiana","220","Winn","1270","Winn",3613,1640,1973,1191,108,3,336,2,321,35,46,1512,59
"G2300010","1910","Maine","230","Androscoggin","0010","Androscoggin",13644,2879,10765,1950,727,7,191,4,2574,917,54,6985,235
"G2300030","1910","Maine","230","Aroostook","0030","Aroostook",14539,7002,7537,3372,3349,11,257,13,2562,952,130,3630,263
"G2300050","1910","Maine","230","Cumberland","0050","Cumberland",26908,4842,22066,3562,933,15,329,3,5734,1846,160,13804,522
"G2300070","1910","Maine","230","Franklin","0070","Franklin",4873,2156,2717,1440,582,2,132,0,974,271,50,1324,98
