GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BXR001,BXS001,BXV001,BXV002,BXW001,BX8001
"G5500450","1940","Wisconsin","550","Green","0450","Green",6689,6477,3643,2834,56.2,6689
"G5500470","1940","Wisconsin","550","Green Lake","0470","Green Lake",4673,3998,2595,1403,64.9,4673
"G5500490","1940","Wisconsin","550","Iowa","0490","Iowa",5624,5438,2987,2451,54.9,5624
"G5500510","1940","Wisconsin","550","Iron","0510","Iron",3131,2584,1588,996,61.5,3131
"G5500530","1940","Wisconsin","550","Jackson","0530","Jackson",4496,4288,2716,1572,63.3,4496
"G5500550","1940","Wisconsin","550","Jefferson","0550","Jefferson",11652,10803,6787,4016,62.8,11652
"G5500570","1940","Wisconsin","550","Juneau","0570","Juneau",5225,4938,3265,1673,66.1,5225
"G5500590","1940","Wisconsin","550","Kenosha","0590","Kenosha",19387,16764,7951,8813,47.4,19387
"G5500610","1940","Wisconsin","550","Kewaunee","0610","Kewaunee",4420,4261,3094,1167,72.6,4420
"G5500630","1940","Wisconsin","550","La Crosse","0630","La Crosse",16310,15851,8288,7563,52.3,16310
"G5500650","1940","Wisconsin","550","Lafayette","0650","Lafayette",5026,4876,2492,2384,51.1,5026
"G5500670","1940","Wisconsin","550","Langlade","0670","Langlade",6414,5634,3583,2051,63.6,6414
"G5500690","1940","Wisconsin","550","Lincoln","0690","Lincoln",6456,5778,3956,1822,68.5,6456
"G5500710","1940","Wisconsin","550","Manitowoc","0710","Manitowoc",16446,15846,9623,6223,60.7,16446
"G5500730","1940","Wisconsin","550","Marathon","0730","Marathon",18725,18094,12053,6041,66.6,18725
"G5500750","1940","Wisconsin","550","Marinette","0750","Marinette",10298,9143,6165,2978,67.4,10298
"G5500770","1940","Wisconsin","550","Marquette","0770","Marquette",2909,2530,1772,758,70.0,2909
"G5500790","1940","Wisconsin","550","Milwaukee","0790","Milwaukee",216530,209682,78057,131625,37.2,216530
"G5500810","1940","Wisconsin","550","Monroe","0810","Monroe",7837,7512,4565,2947,60.8,7837
"G5500830","1940","Wisconsin","550","Oconto","0830","Oconto",7391,6593,4781,1812,72.5,7391
"G5500850","1940","Wisconsin","550","Oneida","0850","Oneida",7683,5059,3091,1968,61.1,7683
"G5500870","1940","Wisconsin","550","Outagamie","0870","Outagamie",17914,17519,11440,6079,65.3,17914
"G5500890","1940","Wisconsin","550","Ozaukee","0890","Ozaukee",5446,5002,3303,1699,66.0,5446
"G5500910","1940","Wisconsin","550","Pepin","0910","Pepin",2111,1987,1281,706,64.5,2111
"G5500930","1940","Wisconsin","550","Pierce","0930","Pierce",6021,5788,3777,2011,65.3,6021
"G5500950","1940","Wisconsin","550","Polk","0950","Polk",7753,6806,4334,2472,63.7,7753
"G5500970","1940","Wisconsin","550","Portage","0970","Portage",8820,8386,5249,3137,62.6,8820
"G5500990","1940","Wisconsin","550","Price","0990","Price",5493,4770,3744,1026,78.5,5493
"G5501010","1940","Wisconsin","550","Racine","1010","Racine",27633,24992,12119,12873,48.5,27633
"G5501030","1940","Wisconsin","550","Richland","1030","Richland",5462,5280,2917,2363,55.2,5462
"G5501050","1940","Wisconsin","550","Rock","1050","Rock",23526,22452,12151,10301,54.1,23526
"G5501070","1940","Wisconsin","550","Rusk","1070","Rusk",4930,4416,3120,1296,70.7,4930
"G5501090","1940","Wisconsin","550","St Croix","1090","St Croix",6727,6349,3839,2510,60.5,6727
"G5501110","1940","Wisconsin","550","Sauk","1110","Sauk",10104,9125,5766,3359,63.2,10104
"G5501130","1940","Wisconsin","550","Sawyer","1130","Sawyer",4745,2910,2172,738,74.6,4745
"G5501150","1940","Wisconsin","550","Shawano","1150","Shawano",9572,8551,5894,2657,68.9,9572
"G5501170","1940","Wisconsin","550","Sheboygan","1170","Sheboygan",21640,20558,11726,8832,57.0,21640
"G5501190","1940","Wisconsin","550","Taylor","1190","Taylor",5343,4928,3819,1109,77.5,5343
"G5501210","1940","Wisconsin","550","Trempealeau","1210","Trempealeau",6400,6196,3889,2307,62.8,6400
"G5501230","1940","Wisconsin","550","Vernon","1230","Vernon",7999,7767,4695,3072,60.4,7999
"G5501250","1940","Wisconsin","550","Vilas","1250","Vilas",4836,2356,1572,784,66.7,4836
"G5501270","1940","Wisconsin","550","Walworth","1270","Walworth",15110,9489,5521,3968,58.2,15110
"G5501290","1940","Wisconsin","550","Washburn","1290","Washburn",4126,3341,2182,1159,65.3,4126
"G5501310","1940","Wisconsin","550","Washington","1310","Washington",8833,7417,4760,2657,64.2,8833
"G5501330","1940","Wisconsin","550","Waukesha","1330","Waukesha",20681,16413,9439,6974,57.5,20681
"G5501350","1940","Wisconsin","550","Waupaca","1350","Waupaca",9985,9085,5905,3180,65.0,9985
"G5501370","1940","Wisconsin","550","Waushara","1370","Waushara",4809,3911,2689,1222,68.8,4809
"G5501390","1940","Wisconsin","550","Winnebago","1390","Winnebago",23236,21742,13315,8427,61.2,23236
"G5501410","1940","Wisconsin","550","Wood","1410","Wood",11545,11173,6838,4335,61.2,11545
"G5600010","1940","Wyoming","560","Albany","0010","Albany",4551,4139,2038,2101,49.2,4551
"G5600030","1940","Wyoming","560","Big Horn","0030","Big Horn",3600,3307,1915,1392,57.9,3600
"G5600050","1940","Wyoming","560","Campbell","0050","Campbell",1944,1795,1006,789,56.0,1944
"G5600070","1940","Wyoming","560","Carbon","0070","Carbon",4089,3765,1549,2216,41.1,4089
"G5600090","1940","Wyoming","560","Converse","0090","Converse",2170,1939,993,946,51.2,2170
"G5600110","1940","Wyoming","560","Crook","0110","Crook",1682,1480,851,629,57.5,1682
"G5600130","1940","Wyoming","560","Fremont","0130","Fremont",4756,4359,2475,1884,56.8,4756
"G5600150","1940","Wyoming","560","Goshen","0150","Goshen",3483,3101,1531,1570,49.4,3483
"G5600170","1940","Wyoming","560","Hot Springs","0170","Hot Springs",1684,1424,607,817,42.6,1684
"G5600190","1940","Wyoming","560","Johnson","0190","Johnson",1890,1516,831,685,54.8,1890
"G5600210","1940","Wyoming","560","Laramie","0210","Laramie",8728,8180,3934,4246,48.1,8728
"G5600230","1940","Wyoming","560","Lincoln","0230","Lincoln",2783,2552,1463,1089,57.3,2783
"G5600250","1940","Wyoming","560","Natrona","0250","Natrona",8381,7364,3398,3966,46.1,8381
"G5600270","1940","Wyoming","560","Niobrara","0270","Niobrara",1810,1720,909,811,52.8,1810
"G5600290","1940","Wyoming","560","Park","0290","Park",3776,3087,1549,1538,50.2,3776
