GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B69AA125,B69AB125,B69AC125,B84AA125,B84AB125,B84AC125,B84AD125,B84AE125,B84AF125,B69AA125M,B69AB125M,B69AC125M,B84AA125M,B84AB125M,B84AC125M,B84AD125M,B84AE125M,B84AF125M
"G3600610","2008-2012","New York","36","360","New York County","061","0610","New York County, New York",95311,400726,687519,932008,498,931510,851084,80426,452208,2613,5235,6098,4484,225,4488,4807,2584,4384
"G3600630","2008-2012","New York","36","360","Niagara County","063","0630","Niagara County, New York",4092,113205,32026,108823,229,108594,99415,9179,66525,401,1832,1036,1091,87,1094,1236,711,1069
"G3600650","2008-2012","New York","36","360","Oneida County","065","0650","Oneida County, New York",8377,115592,35805,113268,343,112925,104266,8659,76224,549,1787,1079,1061,123,1048,1143,562,1074
"G3600670","2008-2012","New York","36","360","Onondaga County","067","0670","Onondaga County, New York",9615,196946,101182,238069,519,237550,220526,17024,134972,600,2420,1833,1446,145,1466,1671,818,1442
"G3600690","2008-2012","New York","36","360","Ontario County","069","0690","Ontario County, New York",1886,48835,23069,57403,52,57351,53611,3740,29372,262,1243,878,848,50,848,910,381,861
"G3600710","2008-2012","New York","36","360","Orange County","071","0710","Orange County, New York",11024,156728,67367,191337,5038,186299,171672,14627,92803,780,2521,1603,1677,411,1722,1789,778,1608
"G3600730","2008-2012","New York","36","360","Orleans County","073","0730","Orleans County, New York",1225,23558,4652,20303,3,20300,18289,2011,14477,207,777,341,428,5,427,429,247,454
"G3600750","2008-2012","New York","36","360","Oswego County","075","0750","Oswego County, New York",2741,63456,12642,59589,160,59429,53468,5961,38146,312,1191,585,897,60,892,892,425,927
"G3600770","2008-2012","New York","36","360","Otsego County","077","0770","Otsego County, New York",1406,28164,10673,31423,5,31418,28831,2587,21018,217,785,484,541,6,540,605,277,570
"G3600790","2008-2012","New York","36","360","Putnam County","079","0790","Putnam County, New York",1900,40172,26726,54775,42,54733,50640,4093,24804,306,1264,985,937,44,939,942,506,935
"G3600810","2008-2012","New York","36","360","Queens County","081","0810","Queens County, New York",165268,926179,466251,1187489,842,1186647,1073065,113582,640223,2783,6124,4358,4056,210,4054,4227,2485,4113
"G3600830","2008-2012","New York","36","360","Rensselaer County","083","0830","Rensselaer County, New York",3501,73689,29895,87938,302,87636,80678,6958,41751,370,1605,1024,1089,125,1097,1148,615,1125
"G3600850","2008-2012","New York","36","360","Richmond County","085","0850","Richmond County, New York",15918,208242,91701,224043,606,223437,206987,16450,149424,947,2987,1978,1998,172,1978,2029,945,2024
"G3600870","2008-2012","New York","36","360","Rockland County","087","0870","Rockland County, New York",10801,105694,80462,155229,157,155072,143501,11571,79650,796,2027,1723,1354,112,1343,1398,750,1457
"G3600890","2008-2012","New York","36","360","St. Lawrence County","089","0890","St. Lawrence County, New York",3300,53426,14279,51614,156,51458,46023,5435,39996,321,1144,657,815,65,808,902,478,826
"G3600910","2008-2012","New York","36","360","Saratoga County","091","0910","Saratoga County, New York",2950,93598,56038,120600,1302,119298,111942,7356,55854,379,1757,1336,1083,322,1080,1208,595,1142
"G3600930","2008-2012","New York","36","360","Schenectady County","093","0930","Schenectady County, New York",3611,71140,30004,81229,272,80957,75144,5813,42350,429,1698,974,988,110,969,995,526,961
"G3600950","2008-2012","New York","36","360","Schoharie County","095","0950","Schoharie County, New York",778,17065,4425,16797,11,16786,14836,1950,10285,161,603,347,433,10,433,526,284,429
"G3600970","2008-2012","New York","36","360","Schuyler County","097","0970","Schuyler County, New York",439,10541,2150,8996,6,8990,8433,557,6221,115,473,226,321,10,322,346,94,333
"G3600990","2008-2012","New York","36","360","Seneca County","099","0990","Seneca County, New York",1238,18767,4576,16174,43,16131,15186,945,12542,152,612,304,390,36,395,402,170,405
"G3601010","2008-2012","New York","36","360","Steuben County","101","1010","Steuben County, New York",2898,51485,13695,47617,84,47533,43191,4342,31234,262,994,561,590,58,590,631,349,615
"G3601030","2008-2012","New York","36","360","Suffolk County","103","1030","Suffolk County, New York",45245,632469,328506,784398,924,783474,728795,54679,398104,1755,5068,3547,3502,243,3517,3415,1763,3547
"G3601050","2008-2012","New York","36","360","Sullivan County","105","1050","Sullivan County, New York",3005,39578,10981,37231,12,37219,33058,4161,24944,372,1150,585,797,17,796,884,455,833
"G3601070","2008-2012","New York","36","360","Tioga County","107","1070","Tioga County, New York",644,26417,8331,26898,16,26882,24768,2114,13918,132,816,496,457,21,454,544,342,467
"G3601090","2008-2012","New York","36","360","Tompkins County","109","1090","Tompkins County, New York",948,28008,28812,53251,14,53237,50091,3146,34113,194,985,933,1027,22,1029,1036,410,1017
"G3601110","2008-2012","New York","36","360","Ulster County","111","1110","Ulster County, New York",4661,85206,37686,96543,234,96309,87616,8693,54590,427,1679,1082,1208,114,1200,1348,763,1172
"G3601130","2008-2012","New York","36","360","Warren County","113","1130","Warren County, New York",1188,33005,12893,34366,128,34238,31774,2464,19677,223,978,608,534,98,531,536,288,527
"G3601150","2008-2012","New York","36","360","Washington County","115","1150","Washington County, New York",2012,35005,7597,31920,20,31900,28780,3120,19868,229,925,438,574,27,577,611,358,618
"G3601170","2008-2012","New York","36","360","Wayne County","117","1170","Wayne County, New York",2342,48821,13067,48720,122,48598,44930,3668,25566,327,1239,653,628,79,633,729,380,670
"G3601190","2008-2012","New York","36","360","Westchester County","119","1190","Westchester County, New York",44485,311703,288928,493154,255,492899,454557,38342,257637,1748,3791,3272,2775,119,2751,2848,1586,2960
"G3601210","2008-2012","New York","36","360","Wyoming County","121","1210","Wyoming County, New York",1008,24692,4343,20254,39,20215,18718,1497,14293,186,712,318,472,31,475,492,193,479
"G3601230","2008-2012","New York","36","360","Yates County","123","1230","Yates County, New York",1199,11437,3801,12338,7,12331,11647,684,7659,158,475,326,306,10,308,297,120,306
"G3700010","2008-2012","North Carolina","37","370","Alamance County","001","0010","Alamance County, North Carolina",6766,71398,21739,77750,50,77700,70408,7292,42004,657,1825,940,1196,38,1201,1259,603,1204
"G3700030","2008-2012","North Carolina","37","370","Alexander County","003","0030","Alexander County, North Carolina",2267,20614,2866,18099,19,18080,15969,2111,11596,374,922,342,631,34,630,672,330,635
"G3700050","2008-2012","North Carolina","37","370","Alleghany County","005","0050","Alleghany County, North Carolina",743,6164,1210,4937,0,4937,4326,611,4161,173,449,200,204,20,204,270,182,218
"G3700070","2008-2012","North Carolina","37","370","Anson County","007","0070","Anson County, North Carolina",965,15822,1612,11690,0,11690,9830,1860,9701,204,758,246,420,24,420,461,269,420
"G3700090","2008-2012","North Carolina","37","370","Ashe County","009","0090","Ashe County, North Carolina",1794,14436,3769,13064,9,13055,11769,1286,9374,251,764,403,411,15,409,446,237,395
"G3700110","2008-2012","North Carolina","37","370","Avery County","011","0110","Avery County, North Carolina",920,9411,2650,7811,58,7753,7192,561,7323,178,570,312,385,34,395,417,176,393
"G3700130","2008-2012","North Carolina","37","370","Beaufort County","013","0130","Beaufort County, North Carolina",2476,25038,6177,22030,7,22023,19242,2781,16259,363,956,450,642,11,641,621,391,668
"G3700150","2008-2012","North Carolina","37","370","Bertie County","015","0150","Bertie County, North Carolina",1403,11811,1661,9226,26,9200,7901,1299,7959,222,650,295,437,29,443,444,340,412
"G3700170","2008-2012","North Carolina","37","370","Bladen County","017","0170","Bladen County, North Carolina",2098,19106,2650,15635,16,15619,13716,1903,12222,324,968,345,538,25,542,578,320,516
"G3700190","2008-2012","North Carolina","37","370","Brunswick County","019","0190","Brunswick County, North Carolina",3654,57595,20037,49938,176,49762,43280,6482,40082,491,1700,1008,1006,102,1017,1051,676,1011
"G3700210","2008-2012","North Carolina","37","370","Buncombe County","021","0210","Buncombe County, North Carolina",7006,107116,55518,124796,466,124330,114078,10252,71331,648,2288,1510,1378,315,1374,1461,730,1383
"G3700230","2008-2012","North Carolina","37","370","Burke County","023","0230","Burke County, North Carolina",6125,46015,10107,43214,90,43124,37737,5387,30427,543,1333,590,684,62,689,797,500,715
"G3700250","2008-2012","North Carolina","37","370","Cabarrus County","025","0250","Cabarrus County, North Carolina",5820,82226,28157,92422,132,92290,81827,10463,43054,550,1994,1138,1138,92,1147,1300,893,1112
"G3700270","2008-2012","North Carolina","37","370","Caldwell County","027","0270","Caldwell County, North Carolina",4621,45610,7058,39692,63,39629,34706,4923,26696,460,1428,537,815,65,814,871,516,804
"G3700290","2008-2012","North Carolina","37","370","Camden County","029","0290","Camden County, North Carolina",182,5066,1268,4782,165,4617,4281,336,2952,101,456,261,235,79,227,230,117,222
"G3700310","2008-2012","North Carolina","37","370","Carteret County","031","0310","Carteret County, North Carolina",1544,35737,11672,34090,1036,33054,29851,3203,21349,268,1134,618,473,267,568,704,472,462
"G3700330","2008-2012","North Carolina","37","370","Caswell County","033","0330","Caswell County, North Carolina",1270,14122,1632,10447,0,10447,8966,1481,9002,236,669,231,455,24,455,436,303,461
"G3700350","2008-2012","North Carolina","37","370","Catawba County","035","0350","Catawba County, North Carolina",7152,76219,21557,77892,57,77835,70298,7537,43685,620,1816,940,1190,41,1188,1273,622,1217
"G3700370","2008-2012","North Carolina","37","370","Chatham County","037","0370","Chatham County, North Carolina",2837,26452,16979,32215,16,32199,29331,2868,19361,457,1117,805,752,20,753,747,423,772
"G3700390","2008-2012","North Carolina","37","370","Cherokee County","039","0390","Cherokee County, North Carolina",1454,15790,3188,10757,0,10757,9888,869,12042,257,793,384,582,24,582,600,183,593
"G3700410","2008-2012","North Carolina","37","370","Chowan County","041","0410","Chowan County, North Carolina",817,7492,1897,6484,13,6471,5661,810,5472,223,604,322,373,20,373,434,210,381
"G3700430","2008-2012","North Carolina","37","370","Clay County","043","0430","Clay County, North Carolina",413,5794,1567,4564,0,4564,3964,600,4160,151,514,263,323,20,323,413,240,349
"G3700450","2008-2012","North Carolina","37","370","Cleveland County","045","0450","Cleveland County, North Carolina",4439,51105,10479,46427,6,46421,40035,6386,31168,484,1411,654,847,11,847,984,597,858
"G3700470","2008-2012","North Carolina","37","370","Columbus County","047","0470","Columbus County, North Carolina",2798,31848,4565,23687,32,23655,20677,2978,22052,359,1083,420,667,35,672,735,455,675
"G3700490","2008-2012","North Carolina","37","370","Craven County","049","0490","Craven County, North Carolina",2502,49343,14472,50597,6314,44283,38924,5359,31018,348,1595,732,911,564,1004,1098,571,962
"G3700510","2008-2012","North Carolina","37","370","Cumberland County","051","0510","Cumberland County, North Carolina",6887,142965,43210,162757,28662,134095,117027,17068,79994,589,2314,1361,1360,902,1656,1726,1029,1355
"G3700530","2008-2012","North Carolina","37","370","Currituck County","053","0530","Currituck County, North Carolina",513,12955,2836,12668,344,12324,11063,1261,6171,139,706,331,371,143,358,375,206,406
"G3700550","2008-2012","North Carolina","37","370","Dare County","055","0550","Dare County, North Carolina",626,16745,7685,19896,104,19792,18127,1665,8126,200,835,542,486,68,491,516,269,478
"G3700570","2008-2012","North Carolina","37","370","Davidson County","057","0570","Davidson County, North Carolina",7453,85179,19201,82304,17,82287,72955,9332,46233,625,1934,982,1034,20,1030,1099,709,1037
"G3700590","2008-2012","North Carolina","37","370","Davie County","059","0590","Davie County, North Carolina",1398,20259,7128,19865,27,19838,18312,1526,12794,273,843,479,495,32,498,538,254,459
"G3700610","2008-2012","North Carolina","37","370","Duplin County","061","0610","Duplin County, North Carolina",5215,29154,4258,27554,65,27489,24243,3246,17618,550,1225,433,666,50,663,691,439,660
"G3700630","2008-2012","North Carolina","37","370","Durham County","063","0630","Durham County, North Carolina",9972,87768,79128,145214,230,144984,133044,11940,69144,728,2023,1961,1364,123,1330,1389,834,1372
"G3700650","2008-2012","North Carolina","37","370","Edgecombe County","065","0650","Edgecombe County, North Carolina",3550,30020,3878,26600,0,26600,21974,4626,17629,381,1050,357,695,30,695,743,510,685
"G3700670","2008-2012","North Carolina","37","370","Forsyth County","067","0670","Forsyth County, North Carolina",11768,146084,73009,176401,238,176163,158655,17508,99495,817,2422,1652,1736,121,1747,1813,1032,1795
"G3700690","2008-2012","North Carolina","37","370","Franklin County","069","0690","Franklin County, North Carolina",3001,31537,6318,30213,0,30213,26478,3735,17376,418,1184,570,658,30,658,802,625,687
"G3700710","2008-2012","North Carolina","37","370","Gaston County","071","0710","Gaston County, North Carolina",10415,103825,25091,104892,69,104823,91230,13593,58105,720,1921,977,1028,44,1028,1129,881,1051
"G3700730","2008-2012","North Carolina","37","370","Gates County","073","0730","Gates County, North Carolina",567,6789,966,5804,26,5778,5220,558,3795,138,435,191,225,22,225,243,137,227
"G3700750","2008-2012","North Carolina","37","370","Graham County","075","0750","Graham County, North Carolina",450,4792,777,3503,0,3503,3197,306,3597,106,404,174,281,18,281,268,112,275
"G3700770","2008-2012","North Carolina","37","370","Granville County","077","0770","Granville County, North Carolina",3228,31393,6457,28238,35,28203,25205,2998,19816,546,1279,638,736,39,732,792,507,737
"G3700790","2008-2012","North Carolina","37","370","Greene County","079","0790","Greene County, North Carolina",1422,11420,1686,9830,49,9781,8552,1229,7166,261,628,299,365,46,374,407,227,376
"G3700810","2008-2012","North Carolina","37","370","Guilford County","081","0810","Guilford County, North Carolina",14806,198563,105167,258754,441,258313,231470,26843,129743,892,2888,2198,1878,168,1887,2081,1315,1857
"G3700830","2008-2012","North Carolina","37","370","Halifax County","083","0830","Halifax County, North Carolina",3355,29625,4383,23470,44,23426,19537,3889,20288,344,1051,354,508,40,512,624,397,543
"G3700850","2008-2012","North Carolina","37","370","Harnett County","085","0850","Harnett County, North Carolina",4997,54175,12601,54694,3983,50711,45037,5674,32214,455,1328,680,917,472,1087,1044,506,925
"G3700870","2008-2012","North Carolina","37","370","Haywood County","087","0870","Haywood County, North Carolina",2283,31279,9720,27957,68,27889,25477,2412,21060,331,1126,633,620,74,642,732,448,628
"G3700890","2008-2012","North Carolina","37","370","Henderson County","089","0890","Henderson County, North Carolina",3836,52491,21724,49169,71,49098,44786,4312,38050,508,1561,944,834,63,836,931,549,864
"G3700910","2008-2012","North Carolina","37","370","Hertford County","091","0910","Hertford County, North Carolina",1345,12986,2502,10275,20,10255,8689,1566,9653,208,568,241,350,19,355,369,230,349
"G3700930","2008-2012","North Carolina","37","370","Hoke County","093","0930","Hoke County, North Carolina",1998,22076,4726,22106,2922,19184,16770,2414,12429,397,1077,523,764,459,802,798,451,785
"G3700950","2008-2012","North Carolina","37","370","Hyde County","095","0950","Hyde County, North Carolina",417,3173,545,2618,0,2618,2376,242,2138,159,393,168,302,18,302,294,109,344
"G3700970","2008-2012","North Carolina","37","370","Iredell County","097","0970","Iredell County, North Carolina",5682,76459,24483,80250,218,80032,71381,8651,43935,554,1932,1108,1219,135,1224,1306,664,1269
"G3700990","2008-2012","North Carolina","37","370","Jackson County","099","0990","Jackson County, North Carolina",1692,16817,6853,18818,64,18754,17370,1384,14771,314,928,563,747,50,755,754,354,775
